submission_id,age,cups,where_drink,brew,brew_other,purchase,favorite,additions,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,education_level,employment_status,marital_status,number_children,household_income
MAdpZp,55-64 years old,3,"('At home', 'At a cafe', 'On the go')","('Pod/capsule machine (e.g. Keurig/Nespresso)', 'Pour over', 'Espresso', 'Cold brew', 'Other')","Drobi, Phin, Clever Dripper, Aeropress and Aeropress XL","('Drive-thru', 'National chain (e.g. Starbucks / Dunkin)', 'Local cafe')",Other,"('Milk, dairy alternative, or coffee creamer',)","('Skim milk',)",,Full Bodied,Somewhat strong,Medium,Full caffeine,8,3,4,5,4,3,2,4,3,4,4,3,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$10-$15,$8-$10,Yes,$500-$1000,Yes,Female,Some college or associate's degree,Retired,Widowed,None,"$25,000 - $49,999"
eBxW4E,35-44 years old,More than 4,"('At home',)","('Coffee brewing machine (e.g. Mr. Coffee)', 'Cold brew', 'French press')",,,Cortado,"('No - just black', 'Milk, dairy alternative, or coffee creamer')","('Whole milk', 'Oat milk')",,Chocolatey,Medium,Medium,Full caffeine,6,2,3,3,3,3,3,5,3,1,2,2,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"('It tastes good', 'I need the ritual')",,Yes,Yes,$6-$8,$8-$10,Yes,$100-$300,Yes,Female,Some college or associate's degree,Homemaker,Married,1,"$25,000 - $49,999"
rlrM4v,35-44 years old,1,"('At home',)","('Pour over',)",,,Pourover,"('No - just black',)",,,Bright,,Light,,8,2,4,4,3,2,2,2,3,3,1,4,4,Coffee A,Coffee D,Coffee D,I primarily work from home,,"('It tastes good',)",,Yes,Yes,,,,,,Male,Master's degree,Employed full-time,Married,None,
OABMx7,25-34 years old,1,"('At home', 'At the office')","('Pour over', 'French press', 'Pod/capsule machine (e.g. Keurig/Nespresso)', 'Other')",aeropress,,Pourover,"('No - just black', 'Milk, dairy alternative, or coffee creamer')","('Whole milk',)",,Chocolatey,Medium,Medium,Full caffeine,2,4,3,4,2,2,3,3,5,2,1,5,5,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,"('It tastes good', 'I need the caffeine', 'It makes me go to the bathroom')",,Yes,Yes,$6-$8,$6-$8,Yes,$100-$300,Yes,Female,Bachelor's degree,Employed full-time,Married,None,"$100,000 - $149,999"
OABMZR,55-64 years old,Less than 1,"('At home', 'At the office')","('Coffee brewing machine (e.g. Mr. Coffee)', 'Pour over', 'Pod/capsule machine (e.g. Keurig/Nespresso)')",,,Cortado,"('Milk, dairy alternative, or coffee creamer',)","('Half and half',)",,Chocolatey,Somewhat strong,Medium,Half caff,4,2,4,4,4,2,5,3,3,3,2,4,1,Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,"('It tastes good',)",,Yes,Yes,$4-$6,$4-$6,Yes,$300-$500,Yes,Female,Bachelor's degree,Employed full-time,Single,None,"$75,000 - $99,999"
GrBAPo,25-34 years old,1,"('At home',)","('Pour over', 'French press', 'Espresso', 'Instant coffee', 'Cold brew')",,,Pourover,"('Milk, dairy alternative, or coffee creamer',)","('Flavored coffee creamer',)",,Nutty,Somewhat strong,Medium,Full caffeine,3,2,3,3,1,2,2,4,1,2,2,4,4,Coffee A,Coffee D,Coffee D,I do a mix of both,$20-$40,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$6-$8,$8-$10,Yes,$20-$50,Yes,Male,Some college or associate's degree,Employed part-time,Single,None,"$100,000 - $149,999"
PABJxQ,35-44 years old,2,"('At home',)","('Pour over',)",,,Pourover,"('No - just black',)",,,Chocolatey,,Light,,3,2,2,3,1,2,5,3,3,2,5,5,2,Coffee C,Coffee D,Coffee B,I primarily work from home,,"('I need the ritual',)",,No,No,,,,,,Female,Master's degree,Employed full-time,Married,None,
jB9AKR,55-64 years old,More than 4,"('At home',)","('French press', 'Coffee brewing machine (e.g. Mr. Coffee)')",,,Regular drip coffee,"('No - just black',)",,,Full Bodied,Very strong,Dark,Full caffeine,5,3,3,5,3,4,3,4,4,4,2,2,2,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,No,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,Bachelor's degree,Employed full-time,Married,3,"$150,000 or more"
QABl98,>65 years old,Less than 1,"('At home',)","('Pour over',)",,,Pourover,"('Milk, dairy alternative, or coffee creamer',)","('Soy milk',)",,Chocolatey,Medium,Light,Decaf,3,3,3,3,4,2,4,3,2,5,3,3,1,Coffee C,Coffee A,Coffee C,I primarily work from home,<$20,,,Yes,Yes,$6-$8,$15-$20,Yes,$50-$100,Yes,Female,Bachelor's degree,Employed part-time,Divorced,None,"$25,000 - $49,999"
xdN55y,18-24 years old,2,"('At home', 'At a cafe')","('Pour over', 'Espresso')",,,Latte,"('Milk, dairy alternative, or coffee creamer',)","('Skim milk',)",,Chocolatey,Medium,Light,Full caffeine,4,2,4,3,3,2,5,4,3,4,2,5,2,Coffee B,Coffee A,Coffee D,,,,,,,,,,,,,,,,,
lNlk8B,55-64 years old,2,"('At home',)","('Pour over',)",,,Pourover,"('No - just black',)",,,Fruity,Somewhat strong,Light,Full caffeine,6,2,4,5,4,4,3,3,3,4,2,5,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$8-$10,$8-$10,Yes,$100-$300,Yes,Female,Doctorate or professional degree,Retired,Married,None,"$100,000 - $149,999"
NAB1kW,25-34 years old,4,"('At the office',)",,,,Regular drip coffee,"('No - just black',)",,,Bright,Somewhat strong,Light,Full caffeine,7,1,3,4,3,2,3,4,1,3,2,3,2,Coffee A,Coffee A,Coffee A,I primarily work in person,$80-$100,"('It tastes good', 'I need the ritual', 'I need the caffeine')",,Yes,Yes,$8-$10,$15-$20,Yes,$300-$500,No,Male,Bachelor's degree,Employed full-time,Married,None,"$75,000 - $99,999"
PABJQ5,35-44 years old,1,"('At home', 'At a cafe')","('Pour over',)",,,Cortado,"('No - just black',)",,,Fruity,Somewhat strong,Light,Full caffeine,6,2,3,4,4,1,2,2,2,3,1,4,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"('It tastes good', 'I need the ritual')",,Yes,Yes,$6-$8,$10-$15,Yes,$500-$1000,Yes,Male,Bachelor's degree,Employed full-time,Single,None,"$50,000 - $74,999"
dY2eOz,35-44 years old,2,"('At home', 'At the office')","('Pod/capsule machine (e.g. Keurig/Nespresso)',)",,,Latte,"('Milk, dairy alternative, or coffee creamer',)","('Flavored coffee creamer',)",,Sweet,Very strong,Light,Full caffeine,2,4,5,2,2,3,4,3,3,3,5,5,1,Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,"('I need the caffeine', 'It tastes good', 'It makes me go to the bathroom')",,No,No,$6-$8,$8-$10,Yes,Less than $20,,,,,,,
LdML8G,25-34 years old,Less than 1,"('At home',)","('Coffee brewing machine (e.g. Mr. Coffee)',)",,,Regular drip coffee,"('No - just black',)",,,Bold,Somewhat strong,Dark,Full caffeine,3,1,5,1,2,3,2,2,1,5,2,3,3,Coffee C,Coffee D,Coffee C,I primarily work in person,<$20,"('I need the caffeine', 'It tastes good')",,Yes,No,$8-$10,$8-$10,No,$50-$100,Yes,Male,Some college or associate's degree,Employed full-time,Single,None,"$25,000 - $49,999"
ylq5O0,55-64 years old,3,"('At home', 'At the office')","('Pod/capsule machine (e.g. Keurig/Nespresso)',)",,,Regular drip coffee,"('Milk, dairy alternative, or coffee creamer',)","('Almond milk',)",,Sweet,Medium,Medium,Full caffeine,1,3,1,3,4,3,3,4,3,2,2,4,2,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"('Other',)",I like the whole experience.,No,No,$8-$10,$8-$10,No,$100-$300,Yes,Female,Bachelor's degree,Employed full-time,Married,2,"$150,000 or more"
9dJjAp,45-54 years old,1,"('At home', 'At a cafe')","('Espresso', 'French press', 'Other')",Aeropress,,Espresso,"('No - just black',)",,,Fruity,Very strong,Medium,Full caffeine,5,2,4,3,3,4,3,2,1,4,1,4,5,Coffee C,Coffee D,Coffee D,I do a mix of both,$40-$60,"('It tastes good', 'I need the ritual', 'I need the caffeine')",,Yes,Yes,$4-$6,$6-$8,No,$500-$1000,Yes,Male,Master's degree,Employed full-time,Married,3,"$150,000 or more"
NAB1GW,25-34 years old,2,"('At home',)","('Pour over', 'Instant coffee')",,,Pourover,"('Milk, dairy alternative, or coffee creamer',)","('Oat milk', 'Whole milk')",,Sweet,Medium,Light,Full caffeine,3,1,4,5,4,2,3,3,4,5,2,5,3,Coffee A,Coffee A,Coffee A,I primarily work in person,$60-$80,"('I need the caffeine', 'I need the ritual')",,Yes,Yes,$8-$10,$8-$10,Yes,$20-$50,Yes,Male,Bachelor's degree,Employed part-time,Living with a partner,None,"Under $25,000"
GrBAGo,25-34 years old,1,"('At home',)","('Pour over',)",,,Latte,"('Milk, dairy alternative, or coffee creamer',)","('Whole milk',)",,Full Bodied,Somewhat strong,Medium,Full caffeine,5,3,3,3,4,1,5,4,2,3,1,5,1,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$15-$20,$15-$20,Yes,$300-$500,Yes,Female,Master's degree,Employed part-time,Married,None,"$75,000 - $99,999"
7d9rG9,25-34 years old,Less than 1,"('At the office', 'At home', 'At a cafe')","('Pour over',)",,,Regular drip coffee,"('No - just black',)",,,Bright,Somewhat strong,Medium,Full caffeine,7,1,4,4,3,3,5,3,4,4,2,3,5,Coffee B,Coffee D,Coffee B,I primarily work from home,$20-$40,"('It tastes good',)",,Yes,No,$10-$15,More than $20,Yes,$300-$500,Yes,Female,High school graduate,Employed full-time,Single,None,"$150,000 or more"
24xGWV,55-64 years old,1,"('At home',)","('Pour over', 'Other')",Aeropress,,Pourover,"('Milk, dairy alternative, or coffee creamer',)","('Half and half',)",,Chocolatey,Medium,Medium,Full caffeine,5,2,4,4,3,2,4,2,3,3,4,5,2,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"('It tastes good', 'I need the ritual')",,Yes,Yes,$4-$6,$6-$8,No,$100-$300,Yes,Male,Some college or associate's degree,Employed full-time,Married,More than 3,"$100,000 - $149,999"
5dqPRP,55-64 years old,2,"('At home',)","('French press', 'Coffee brewing machine (e.g. Mr. Coffee)', 'Pod/capsule machine (e.g. Keurig/Nespresso)', 'Cold brew')",,,Regular drip coffee,"('Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener')","('Half and half',)","('Granulated Sugar',)",Full Bodied,Medium,Medium,Full caffeine,6,2,3,5,3,4,2,3,2,4,4,5,3,Coffee A,Coffee A,Coffee A,I primarily work in person,$60-$80,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,No,$8-$10,$6-$8,Yes,$300-$500,No,Male,Some college or associate's degree,Employed full-time,Divorced,3,"$75,000 - $99,999"
KMBK9M,25-34 years old,1,"('At home',)","('Pour over', 'Cold brew')",,,Pourover,"('No - just black',)",,,Floral,Medium,Light,Full caffeine,6,2,5,5,5,2,2,3,1,5,2,4,4,Coffee A,Coffee A,Coffee A,I do a mix of both,<$20,"('I need the caffeine', 'It tastes good')",,Yes,Yes,$6-$8,$6-$8,No,$300-$500,Yes,Male,Bachelor's degree,Employed full-time,Single,None,"$100,000 - $149,999"
kYRB26,35-44 years old,3,"('At home', 'At the office')","('Pour over', 'Espresso')",,,Espresso,"('No - just black',)",,,Chocolatey,Somewhat strong,Medium,Full caffeine,6,1,4,4,3,2,4,4,3,5,2,4,4,Coffee C,Coffee D,Coffee C,I primarily work in person,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$4-$6,$6-$8,Yes,$300-$500,Yes,Male,High school graduate,Employed full-time,Single,None,"$25,000 - $49,999"
ZdRrry,35-44 years old,Less than 1,"('At home', 'At a cafe')","('Coffee brewing machine (e.g. Mr. Coffee)', 'Espresso', 'Cold brew')",,,Latte,"('No - just black', 'Milk, dairy alternative, or coffee creamer', 'Flavor syrup')","('Whole milk',)",,Caramalized,Medium,Light,Full caffeine,6,3,4,4,4,4,5,4,3,2,1,2,4,Coffee B,Coffee A,Coffee B,I primarily work from home,$60-$80,"('It tastes good',)",,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Female,Bachelor's degree,Employed full-time,Living with a partner,None,"$150,000 or more"
g5N6ld,35-44 years old,2,"('At home', 'At the office')","('Other',)",Clever Coffee Dripper,,Latte,"('No - just black', 'Milk, dairy alternative, or coffee creamer')","('Whole milk', 'Skim milk')",,Caramalized,Medium,Medium,Full caffeine,7,1,4,2,3,3,3,3,3,4,1,5,2,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$6-$8,$8-$10,Yes,$100-$300,No,Male,Some college or associate's degree,Employed full-time,Married,None,"$150,000 or more"
DVv6Qj,>65 years old,2,"('At home',)","('Pour over',)",,,Pourover,"('No - just black',)",,,Full Bodied,Somewhat strong,Medium,Full caffeine,5,3,4,3,1,3,4,4,2,5,3,4,1,Coffee C,Coffee A,Coffee C,I primarily work from home,$60-$80,"('It tastes good',)",,Yes,Yes,$4-$6,$8-$10,No,"More than $1,000",Yes,Male,Doctorate or professional degree,Employed full-time,Married,2,"$100,000 - $149,999"
aBrqW9,25-34 years old,1,"('At home', 'At the office', 'At a cafe')","('Pour over', 'Coffee brewing machine (e.g. Mr. Coffee)', 'Instant coffee')",,,Pourover,"('Milk, dairy alternative, or coffee creamer',)","('Whole milk', 'Half and half')",,Bold,Somewhat strong,Dark,Full caffeine,6,1,4,4,4,1,2,4,3,3,4,4,5,Coffee A,Coffee D,Coffee D,I do a mix of both,,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$8-$10,$8-$10,Yes,,Yes,Female,Bachelor's degree,Employed full-time,Single,None,
MAdpxX,35-44 years old,3,"('At home', 'At the office')","('Pour over', 'Espresso')",,,Regular drip coffee,"('No - just black',)",,,Fruity,Somewhat strong,Light,Full caffeine,7,2,4,5,3,3,3,4,3,2,2,3,4,Coffee A,Coffee A,Coffee A,I do a mix of both,>$100,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$15-$20,$10-$15,Yes,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Married,1,"$150,000 or more"
rlrM9l,25-34 years old,2,"('At home', 'At the office')","('Pour over', 'Espresso')",,,Pourover,"('No - just black',)",,,Juicy,Somewhat light,Light,Full caffeine,8,1,4,4,4,2,3,3,2,2,2,3,5,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,"('I need the ritual', 'It tastes good')",,Yes,Yes,$8-$10,$10-$15,No,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Married,None,"$150,000 or more"
7d9r0P,35-44 years old,2,"('On the go', 'At a cafe', 'At home')","('Pour over', 'Espresso')",,"('Local cafe', 'Specialty coffee shop', 'National chain (e.g. Starbucks / Dunkin)')",Cortado,"('No - just black',)",,,Floral,Medium,Medium,Full caffeine,4,4,2,3,3,2,4,3,3,5,4,5,2,Coffee C,Coffee A,Coffee C,,,"('It tastes good', 'I need the ritual')",,,No,$8-$10,$8-$10,Yes,Less than $20,Yes,Female,Bachelor's degree,Unemployed,Married,None,"$150,000 or more"
BGbWRN,25-34 years old,1,"('At home', 'On the go')","('Other', 'Espresso')",Aeropress,"('Specialty coffee shop',)",Pourover,"('No - just black', 'Milk, dairy alternative, or coffee creamer')","('Oat milk',)",,Fruity,Somewhat strong,Light,Full caffeine,5,2,5,2,4,3,3,3,3,3,1,4,5,Coffee B,Coffee D,Coffee D,I do a mix of both,$40-$60,"('It tastes good', 'I need the ritual')",,Yes,Yes,$6-$8,$10-$15,Yes,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Single,None,"$150,000 or more"
BGbWNA,>65 years old,1,"('At home',)","('Cold brew',)",,,Cold brew,"('Other',)",,,Full Bodied,Somewhat strong,Dark,Full caffeine,4,2,4,2,3,2,4,3,4,2,1,5,1,Coffee B,Coffee A,Coffee B,I do a mix of both,$20-$40,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$4-$6,$4-$6,No,$300-$500,Yes,Male,Bachelor's degree,Retired,Married,2,"$100,000 - $149,999"
xdN5Wo,35-44 years old,2,"('At home', 'At the office', 'On the go', 'At a cafe')","('Pour over', 'French press', 'Espresso')",,"('Specialty coffee shop', 'Drive-thru', 'Local cafe', 'National chain (e.g. Starbucks / Dunkin)')",Pourover,"('No - just black',)",,,Fruity,Medium,Light,Full caffeine,7,1,3,3,2,2,2,3,1,1,3,2,3,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"('It tastes good',)",,Yes,Yes,More than $20,More than $20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Married,None,"$150,000 or more"
9dJjb1,55-64 years old,3,"('At home',)","('Pour over', 'Espresso', 'Instant coffee')",,,Latte,"('Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener')","('Whole milk',)","('Granulated Sugar', 'Stevia')",Nutty,Medium,Dark,Full caffeine,7,4,3,4,3,3,4,3,3,5,4,5,2,Coffee C,Coffee D,Coffee C,I primarily work from home,$40-$60,"('It tastes good', 'I need the ritual')",,Yes,Yes,$6-$8,$8-$10,Yes,"More than $1,000",Yes,Male,Bachelor's degree,Employed part-time,Married,3,"$100,000 - $149,999"
bl4Q1g,25-34 years old,1,"('At home',)","('Other',)",Aeropress,,Americano,"('No - just black',)",,,Floral,Somewhat strong,Light,Full caffeine,4,2,3,4,4,1,2,3,2,3,1,4,3,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,"('I need the ritual', 'It tastes good')",,Yes,Yes,$6-$8,$6-$8,No,$100-$300,Yes,Male,Doctorate or professional degree,Student,Living with a partner,None,"$50,000 - $74,999"
9dJjeG,18-24 years old,1,"('At home', 'On the go')","('Espresso',)",,"('Other',)",Espresso,"('No - just black',)",,,Fruity,Medium,Light,Full caffeine,3,1,3,3,2,2,3,3,2,4,4,3,2,Coffee C,Coffee A,Coffee C,I primarily work in person,<$20,"('It tastes good',)",,Yes,Yes,$15-$20,$6-$8,Yes,"More than $1,000",Yes,Male,Less than high school,Employed full-time,Single,None,"Under $25,000"
J2kvPd,35-44 years old,1,"('At home', 'At a cafe')","('Other',)",moka pot,,Latte,"('No - just black', 'Milk, dairy alternative, or coffee creamer')","('Whole milk',)",,Fruity,Somewhat strong,Medium,Full caffeine,8,3,4,4,4,2,3,2,4,4,1,4,5,Coffee C,Coffee D,Coffee D,I do a mix of both,$20-$40,"('It tastes good', 'I need the caffeine')",,Yes,No,$8-$10,$10-$15,Yes,$100-$300,Yes,Male,Bachelor's degree,Employed full-time,Living with a partner,None,"$150,000 or more"
EPb7oX,25-34 years old,2,"('At home', 'At the office')","('Pour over',)",,,Latte,"('No - just black',)",,,Nutty,Medium,Medium,Full caffeine,6,1,3,4,2,1,4,3,2,4,2,4,3,Coffee C,Coffee A,Coffee C,I primarily work in person,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,No,$8-$10,$10-$15,No,$100-$300,Yes,Male,Bachelor's degree,Employed full-time,Married,1,"$100,000 - $149,999"
RzByAl,35-44 years old,1,"('At home',)","('Pour over', 'Espresso', 'French press')",,,Pourover,"('No - just black',)",,,Fruity,Somewhat strong,Light,Full caffeine,8,2,4,4,4,1,3,4,3,1,1,4,5,Coffee A,Coffee D,Coffee D,I primarily work in person,$60-$80,"('It tastes good',)",,Yes,Yes,$15-$20,More than $20,Yes,"More than $1,000",Yes,Male,Some college or associate's degree,Employed full-time,Single,None,"$25,000 - $49,999"
PABJKd,55-64 years old,1,"('At home',)","('Pour over',)",,,Regular drip coffee,"('Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener')","('Skim milk',)","('Granulated Sugar',)",Chocolatey,Somewhat strong,Medium,Full caffeine,3,3,3,4,4,1,5,3,4,3,1,5,1,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"('It tastes good', 'I need the ritual')",,Yes,No,$10-$15,$10-$15,No,Less than $20,Yes,Female,Bachelor's degree,Retired,Divorced,1,"Under $25,000"
42NVZb,45-54 years old,1,"('On the go', 'At the office', 'At a cafe', 'At home')","('Pour over', 'French press', 'Espresso', 'Other')",Harki switch steeping method,"('Specialty coffee shop', 'National chain (e.g. Starbucks / Dunkin)', 'Local cafe', 'Deli or supermarket', 'Drive-thru')",Latte,"('Milk, dairy alternative, or coffee creamer',)","('Whole milk',)",,Chocolatey,Medium,Medium,Full caffeine,5,2,3,3,1,2,5,2,2,4,2,2,2,Coffee B,Coffee D,Coffee B,I do a mix of both,$80-$100,"('It tastes good', 'Other')",I enjoy the aroma that fills the kitchen when it’s brewing,Yes,Yes,$8-$10,$8-$10,Yes,"More than $1,000",Yes,Female,Some college or associate's degree,Employed full-time,Married,None,"$100,000 - $149,999"
QABlZg,55-64 years old,2,"('At home',)","('Coffee brewing machine (e.g. Mr. Coffee)',)",,,Latte,"('Milk, dairy alternative, or coffee creamer',)","('Whole milk',)",,Chocolatey,Very strong,Medium,Full caffeine,7,2,4,2,2,4,3,4,2,4,3,4,2,Coffee C,Coffee A,Coffee C,I primarily work from home,$40-$60,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$8-$10,Less than $2,Yes,$100-$300,Yes,Male,Bachelor's degree,Employed full-time,Married,2,
kYRBBM,25-34 years old,Less than 1,"('At home',)","('Pour over',)",,"('National chain (e.g. Starbucks / Dunkin)',)",Pourover,"('No - just black', 'Milk, dairy alternative, or coffee creamer')","('Half and half',)","('Raw Sugar (Turbinado)',)",Bold,Somewhat strong,Medium,Full caffeine,7,4,2,2,4,2,4,3,2,3,1,5,1,Coffee B,Coffee A,Coffee B,I primarily work in person,$20-$40,"('It tastes good', 'It makes me go to the bathroom')",,Yes,Yes,$6-$8,$8-$10,No,$100-$300,Yes,Male,Bachelor's degree,Employed full-time,Living with a partner,None,"$100,000 - $149,999"
qbE1r2,25-34 years old,Less than 1,"('At a cafe',)",,,,Latte,"('Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener', 'Flavor syrup')","('Oat milk',)","('Agave Nectar', 'Brown Sugar', 'Granulated Sugar', 'Honey')",Nutty,Weak,Italian,Decaf,1,2,5,2,4,3,2,5,2,2,4,4,2,Coffee B,Coffee D,Coffee B,I do a mix of both,<$20,"('Other',)","None of the above, I don’t normally drink coffee. But I like trying new things and live with my partner who loves coffee.",No,No,$8-$10,$10-$15,Yes,Less than $20,Yes,Female,Master's degree,Employed full-time,Living with a partner,None,"$100,000 - $149,999"
